name,gender,embedding_movie_1,embedding_movie_2,embedding_movie_3
Rome Flynn,2,"[17.867, 5.905, 2019, 20000000, 74747725]","[2.693, 6.3, 2019, 0, 0]","[196.039, 7.871, 0, 0, 0]"
Mark Williams,2,"[175.225, 7.719, 2002, 100000000, 876688482]","[190.123, 8.019, 2004, 130000000, 789804554]","[142.88, 7.695, 2009, 250000000, 933959197]"
Jasmine Guy,1,"[15.603, 7.232, 1997, 32000000, 3600000]","[15.936, 6.33, 2009, 5000000, 0]","[66.164, 7.662, 0, 0, 0]"
Robert Urich,2,"[29.156, 7.136, 1973, 0, 39768000]","[8.598, 5.6, 1984, 9000000, 14250000]","[50.14, 7.8, 0, 0, 0]"
Ben Browder,2,"[80.772, 7.622, 2017, 200000000, 863756051]","[365.241, 8.247, 0, 4000000, 46474]","[118.909, 7.88, 0, 0, 0]"
James Arnold Taylor,2,"[24.673, 6.337, 2003, 0, 0]","[38.907, 6.116, 2007, 34000000, 95608995]","[18.903, 6.116, 2008, 8500000, 68282844]"
Boti Bliss,1,"[11.383, 5.7, 2001, 0, 0]","[7.736, 5.764, 2002, 1200000, 68716]","[10.704, 5.067, 2003, 0, 0]"
Frank Gorshin,2,"[21.476, 6.3, 1966, 1377800, 3900000]","[37.2, 7.599, 1995, 29000000, 168841459]","[12.055, 5.095, 2000, 0, 0]"
Linda Evans,1,"[10.116, 6.474, 1980, 0, 0]","[7.762, 7.276, 2021, 0, 0]","[119.254, 6.305, 0, 0, 0]"
Debbi Morgan,1,"[57.388, 8.154, 1976, 1900000, 28600000]","[15.545, 7.431, 1999, 50000000, 73956241]","[34.349, 7.564, 2005, 30000000, 76669806]"
Madeline Wise,1,"[4.141, 6.196, 2021, 0, 0]","[70.317, 7.476, 0, 0, 0]","[94.348, 7.323, 0, 0, 0]"
Kaniehtiio Horn,1,"[40.28, 6.063, 2008, 45000000, 101702060]","[24.484, 5.981, 2011, 75000000, 226904017]","[16.318, 6.4, 2020, 2500000, 911000]"
Madolyn Smith Osborne,1,"[10.902, 6.466, 1984, 0, 36403064]","[22.021, 6.638, 1984, 28000000, 40400657]","[7.827, 6.174, 1988, 19000000, 25537221]"
Ciara Hanna,1,"[89.937, 6.847, 2012, 12000000, 102731865]","[219.537, 7.356, 0, 0, 3942254]","[66.054, 7.014, 0, 0, 0]"
Edward Platt,2,"[19.678, 7.53, 1955, 1500000, 4500000]","[21.604, 7.986, 1959, 4000000, 13275000]","[125.614, 7.887, 0, 0, 0]"
Forest Whitaker,2,"[16.596, 7.344, 2013, 25000000, 115922175]","[89.788, 6.235, 2014, 48000000, 325771424]","[53.979, 7.589, 2016, 47000000, 203388186]"
Oliver Reed,2,"[12.458, 7.4, 1971, 2000000, 11000000]","[11.724, 6.728, 1979, 1355000, 5000000]","[78.587, 8.21, 2000, 103000000, 465361176]"
Ivana Miličević,1,"[44.559, 7.545, 2006, 150000000, 599045960]","[119.832, 7.97, 0, 0, 0]","[202.666, 7.913, 0, 2902758, 0]"
Tony Curtis,2,"[12.005, 7.128, 1958, 0, 0]","[25.693, 8.111, 1959, 2883848, 25000000]","[44.406, 7.547, 1960, 12000000, 60000000]"
Taylor Gray,2,"[17.063, 6.106, 2012, 587211, 587211]","[6.742, 7.7, 2015, 0, 0]","[91.361, 7.691, 0, 0, 0]"
Teresa Ganzel,1,"[134.323, 7.836, 2001, 115000000, 579707738]","[79.745, 8.08, 2008, 180000000, 521311860]","[134.253, 7.951, 2009, 175000000, 735099082]"
Robert Capron,2,"[60.595, 6.224, 2010, 15000000, 76196538]","[31.642, 6.619, 2011, 21000000, 72526996]","[31.213, 6.955, 2012, 39000000, 81493846]"
Felix Solis,2,"[12.715, 5.926, 2004, 42000000, 117592831]","[20.829, 6.432, 2012, 42000000, 46221189]","[10.148, 6.725, 2016, 0, 0]"
Kevin Sussman,2,"[27.371, 7.04, 2001, 100000000, 235926552]","[25.515, 6.553, 2005, 70000000, 371600000]","[195.047, 7.9, 0, 0, 0]"
Vincent Kartheiser,2,"[57.609, 6.956, 2011, 40000000, 173930596]","[19.575, 7.49, 2020, 0, 0]","[125.561, 8.103, 0, 0, 0]"
Domenick Lombardozzi,2,"[20.237, 6.36, 2013, 30000000, 36894225]","[58.393, 5.787, 2019, 60000000, 76419755]","[32.287, 7.614, 2019, 159000000, 968853]"
Michael Weaver,2,"[11.251, 6.565, 2001, 1200000, 18492362]","[7.587, 5.189, 2022, 0, 0]","[449.777, 8.121, 0, 55000000, 307077295]"
Cristin Milioti,1,"[109.107, 8.035, 2013, 100000000, 392000000]","[19.269, 7.336, 2020, 5000000, 164000]","[329.643, 8.157, 0, 0, 0]"
Donna Biscoe,1,"[147.987, 6.8, 2014, 125000000, 755356711]","[17.006, 7.309, 2016, 0, 0]","[53.535, 8.058, 2016, 25000000, 235956898]"
Hilarie Burton,1,"[12.598, 6.4, 2016, 0, 0]","[185.228, 8.3, 0, 0, 0]","[191.453, 7.78, 0, 0, 0]"
Kevin McGarry,2,"[123.717, 5.989, 2010, 20000000, 136151680]","[10.986, 6.5, 2017, 0, 0]","[7.274, 6.6, 2019, 0, 0]"
Jill Teed,1,"[20.086, 5.967, 2000, 90000000, 60874615]","[1.931, 7.03, 2003, 110000000, 407711549]","[74.963, 6.292, 2014, 160000000, 529076069]"
Jenette Goldstein,1,"[62.083, 7.935, 1986, 18500000, 183316455]","[78.809, 8.106, 1991, 102000000, 520000000]","[139.51, 7.899, 1997, 200000000, 2264162353]"
John Forsythe,2,"[11.691, 7.005, 1955, 1200000, 7000000]","[34.51, 6.799, 1988, 32000000, 60328558]","[27.965, 5.828, 2000, 92000000, 264105545]"
Tisha Sterling,1,"[15.164, 6.315, 1968, 0, 3110000]","[1.048, 4.5, 1976, 0, 0]","[5.272, 7.1, 1987, 0, 0]"
Jean Hagen,1,"[10.531, 7.111, 1949, 1728000, 9470000]","[12.386, 7.519, 1950, 1232000, 0]","[22.1, 8.168, 1952, 2540800, 7200000]"
Paul Sparks,2,"[8.907, 6.584, 2011, 0, 0]","[35.318, 7.905, 2017, 84000000, 432844677]","[10.6, 6.427, 2018, 0, 2830775]"
Delroy Lindo,2,"[37.682, 6.414, 2000, 90000000, 237202299]","[134.253, 7.951, 2009, 175000000, 735099082]","[9.695, 6.531, 2020, 45000000, 0]"
Alimi Ballard,2,"[31.627, 6.214, 1998, 75000000, 349464664]","[11.033, 7.251, 2011, 125000000, 626137675]","[143.803, 7.047, 0, 7000000, 470653000]"
Wendy Makkena,1,"[36.885, 6.825, 1992, 31000000, 231605150]","[17.474, 5.503, 1997, 3000000, 23144499]","[18.424, 6.995, 2019, 25000000, 67925733]"
Paul Fix,2,"[23.762, 7.999, 1962, 2000000, 13129846]","[21.548, 7.367, 1966, 4653000, 6000000]","[10.116, 7.087, 1970, 7000000, 1000000]"
Rochelle Swanson,1,"[3.025, 4.955, 1994, 0, 0]","[3.087, 5.2, 1995, 0, 0]","[2.86, 4.4, 1995, 0, 0]"
Connie Britton,1,"[18.067, 6.556, 2012, 10000000, 9636289]","[15.901, 7.544, 2015, 0, 0]","[20.886, 6.1, 2015, 28000000, 27139524]"
Kendall Schmidt,2,"[7.08, 7.651, 2012, 3004000, 0]","[1.4, 10.0, 2022, 0, 0]","[64.345, 8.6, 0, 0, 0]"
Stella Hall,1,"[7.398, 6.511, 1986, 0, 0]","[55.465, 7.777, 1988, 28000000, 140767956]","[33.216, 5.297, 1991, 11000000, 34900000]"
Christina Jastrzembska,1,"[57.031, 6.22, 2003, 26000000, 90941129]","[61.661, 6.0, 2009, 50000000, 709827462]","[59.368, 6.365, 2016, 160000000, 433677183]"
Lynn Redgrave,1,"[11.491, 6.659, 2002, 0, 0]","[29.416, 7.182, 2003, 100000000, 121975011]","[25.699, 6.447, 2009, 40000000, 108332743]"
Joseph Bottoms,2,"[13.82, 5.8, 1979, 20000000, 35841901]","[4.226, 4.188, 1984, 0, 0]","[23.109, 7.4, 0, 0, 0]"
Yvette Mimieux,1,"[19.243, 7.348, 1960, 750000, 5902]","[8.55, 6.508, 1968, 0, 0]","[13.82, 5.8, 1979, 20000000, 35841901]"
Julia Nickson,1,"[74.508, 6.624, 1985, 44000000, 300400432]","[10.81, 4.423, 1994, 3500000, 2341309]","[64.857, 7.604, 2018, 175000000, 607274134]"
Bug Hall,2,"[15.272, 5.381, 1997, 7000000, 0]","[8.37, 5.29, 2002, 0, 0]","[44.229, 5.274, 2009, 8000000, 5021219]"
Kelen Coleman,1,"[11.195, 4.137, 2011, 4500000, 0]","[7.44, 5.1, 2011, 0, 0]","[16.106, 5.744, 2016, 40000000, 0]"
Dylan Sprayberry,2,"[53.736, 6.616, 2013, 225000000, 668045518]","[19.689, 6.274, 2022, 83, 0]","[280.765, 8.563, 0, 0, 0]"
Joan Gregson,1,"[15.866, 6.9, 2010, 0, 0]","[98.964, 6.851, 2019, 79000000, 473122525]","[27.439, 5.931, 2021, 0, 0]"
Anthony Carrigan,2,"[15.368, 5.917, 2020, 25000000, 6274027]","[19.282, 7.559, 2021, 0, 0]","[62.758, 7.934, 0, 0, 0]"
Mel Martin,1,"[3.946, 6.2, 1996, 0, 0]","[4.092, 5.861, 1999, 0, 0]","[3.636, 5.5, 2003, 0, 0]"
Alyssa Diaz,1,"[29.615, 5.653, 2012, 65000000, 44806783]","[501.313, 8.282, 0, 0, 0]","[72.126, 7.928, 0, 0, 0]"
Nana Visitor,1,"[41.242, 5.751, 2009, 19000000, 91509154]","[89.438, 6.288, 2015, 68000000, 215863606]","[211.087, 7.875, 0, 23000000, 51881013]"
Lauren Tom,1,"[42.897, 6.479, 2004, 0, 0]","[212.999, 8.39, 0, 30000000, 611900000]","[3.852, 8.216, 0, 0, 0]"
Cassidy Freeman,1,"[70.125, 7.022, 2021, 18000000, 76994245]","[392.073, 8.232, 0, 0, 0]","[154.231, 7.746, 0, 0, 0]"
Alfie Boe,2,"[8.057, 8.305, 2010, 0, 742004]","[6.817, 7.2, 2019, 0, 0]","[3.006, 5.923, 2021, 0, 0]"
Laura Harris,1,"[20.521, 6.514, 1998, 15000000, 40283321]","[9.642, 6.251, 2006, 0, 5515163]","[13.7, 6.61, 0, 0, 0]"
Pete Postlethwaite,2,"[40.997, 8.193, 1995, 6000000, 23341568]","[2.843, 6.528, 1997, 73000000, 618638999]","[101.797, 8.365, 2010, 160000000, 825532764]"
Ginnifer Goodwin,1,"[55.056, 6.521, 2009, 40000000, 178866158]","[12.396, 6.257, 2011, 35000000, 65090821]","[107.499, 7.747, 2016, 150000000, 1023784195]"
Jane Horrocks,1,"[52.573, 6.762, 2000, 45000000, 224834564]","[155.183, 7.542, 2005, 40000000, 118133252]","[34.507, 6.795, 2009, 0, 0]"
Bronagh Gallagher,1,"[84.273, 8.489, 1994, 8500000, 213900000]","[38.149, 6.535, 1999, 115000000, 924317558]","[45.599, 7.203, 2009, 90000000, 524028679]"
Jason Spisak,2,"[8.715, 6.509, 2014, 0, 19572]","[100.37, 8.743, 0, 0, 0]","[213.343, 8.459, 0, 15000000, 76196538]"
Gary Vinson,2,"[3.361, 6.031, 1959, 0, 0]","[1.897, 4.8, 1964, 0, 0]","[36.874, 6.81, 0, 70000000, 19870567]"
Robert Dryer,2,"[9.252, 6.223, 1984, 0, 0]","[3.826, 3.553, 1988, 0, 0]","[10.672, 4.4, 1993, 5000000, 0]"
Marcus Giamatti,2,"[13.7, 5.552, 1994, 20000000, 11798854]","[15.418, 7.064, 1999, 0, 0]","[36.153, 6.457, 2012, 0, 0]"
Nathan Kress,2,"[28.22, 6.034, 2014, 50000000, 160602194]","[189.731, 7.987, 0, 0, 0]","[87.782, 7.671, 0, 0, 0]"
Dean Butler,2,"[19.107, 7.0, 1983, 0, 0]","[10.721, 7.119, 1985, 350000, 2400000]","[115.219, 7.939, 0, 1000000, 46243000]"
John Noble,2,"[106.442, 8.475, 2003, 94000000, 1118888979]","[148.559, 7.476, 2021, 39000000, 206431050]","[176.371, 8.119, 0, 1700000, 8844595]"
Michael Angarano,2,"[26.981, 6.24, 2005, 35000000, 86369815]","[32.601, 6.613, 2008, 55000000, 127906624]","[40.111, 5.64, 2015, 30000000, 0]"
Juliette Binoche,1,"[15.699, 7.671, 1993, 0, 0]","[13.61, 6.964, 2000, 25000000, 152500343]","[74.963, 6.292, 2014, 160000000, 529076069]"
Michael Moriarty,2,"[9.382, 5.719, 1982, 0, 0]","[11.5, 5.926, 1985, 1700000, 0]","[28.212, 7.149, 1985, 6900000, 41410568]"
Paul Guilfoyle,2,"[22.425, 6.461, 1997, 85000000, 315156409]","[24.852, 7.786, 1997, 35000000, 126216940]","[21.295, 7.815, 2015, 20000000, 98690254]"
Camryn Manheim,1,"[66.811, 5.977, 2003, 48000000, 220673217]","[11.348, 5.92, 2015, 5000000, 143658]","[233.766, 8.081, 0, 0, 0]"
Julie Dretzin,1,"[13.419, 6.329, 2011, 17000000, 43202283]","[363.219, 8.893, 0, 825370, 119266]","[948.659, 8.251, 0, 0, 0]"
Sonya Walger,1,"[21.982, 6.2, 2004, 0, 0]","[20.404, 5.941, 2018, 20000000, 1197741]","[58.199, 7.065, 0, 0, 0]"
Simon Cowell,2,"[66.811, 5.977, 2003, 48000000, 220673217]","[12.594, 8.318, 2013, 10000000, 68500000]","[74.058, 5.652, 0, 53000000, 95226116]"
Stephanie Erb,1,"[40.062, 7.038, 1997, 105000000, 121214377]","[36.539, 6.658, 2002, 48000000, 249348933]","[17.763, 6.737, 2006, 22000000, 13405595]"
Charo,1,"[13.419, 4.821, 1979, 14000000, 13015688]","[22.574, 6.424, 1994, 28000000, 17000000]","[15.127, 4.788, 2017, 3000000, 0]"
Eliza Taylor,1,"[23.473, 6.109, 2014, 15000000, 32556119]","[20.874, 6.296, 2017, 10000000, 0]","[202.666, 7.913, 0, 2902758, 0]"
Bo Svenson,2,"[10.188, 6.2, 1978, 0, 0]","[34.399, 7.877, 2004, 30000000, 152159461]","[76.206, 8.216, 2009, 70000000, 321457747]"
Collette Wolfe,1,"[48.531, 6.292, 2009, 20000000, 136316880]","[22.643, 6.024, 2010, 36000000, 64780213]","[162.321, 8.42, 2014, 165000000, 701729206]"
Joyce DeWitt,1,"[6.772, 6.3, 2009, 0, 270210]","[5.749, 5.9, 2014, 0, 0]","[89.027, 7.869, 0, 0, 0]"
Bridger Zadina,2,"[6.795, 6.313, 2011, 0, 655802]","[74.059, 6.927, 2013, 200000000, 1215577205]","[59.785, 6.13, 2018, 150000000, 290061297]"
Janeane Garofalo,1,"[13.245, 5.818, 1999, 68000000, 29762011]","[9.737, 6.299, 2001, 5000000, 295206]","[134.245, 7.809, 2007, 150000000, 623726000]"
Brittany Daniel,1,"[24.551, 5.589, 2001, 17700000, 30987695]","[97.445, 6.921, 2004, 37000000, 113086475]","[28.407, 4.983, 2010, 10000000, 66984888]"
Miriam A. Hyman,1,"[9.641, 6.984, 2019, 9000000, 6800000]","[11.135, 6.611, 2019, 0, 7439448]","[10.35, 6.004, 2019, 0, 0]"
Lou Beatty Jr.,2,"[78.965, 8.4, 1999, 63000000, 100853753]","[10.101, 6.679, 2009, 85000000, 363164265]","[69.626, 8.011, 2019, 97600000, 225508210]"
Angela Sarafyan,1,"[75.648, 6.468, 2012, 120000000, 829747654]","[18.443, 7.017, 2019, 0, 0]","[332.172, 8.072, 0, 0, 0]"
Mike Colter,2,"[25.981, 7.956, 2004, 30000000, 216763646]","[44.335, 6.512, 2012, 225000000, 624026776]","[89.258, 6.964, 0, 0, 0]"
Lucy Fry,1,"[16.151, 6.34, 2014, 30000000, 15391979]","[26.255, 6.154, 2017, 90000000, 0]","[38.647, 7.609, 0, 0, 0]"
Indiana Evans,1,"[36.153, 6.457, 2012, 0, 0]","[173.077, 6.508, 2022, 250000000, 760928081]","[60.021, 7.82, 0, 0, 4076990]"
Patrick Keating,2,"[21.357, 5.752, 2008, 30000000, 69363381]","[17.097, 5.933, 2017, 0, 0]","[15.698, 6.906, 2018, 0, 0]"
A.J. Cook,1,"[57.031, 6.22, 2003, 26000000, 90941129]","[8.973, 6.363, 2013, 0, 0]","[610.589, 8.323, 0, 0, 0]"
Bob Gunton,2,"[125.459, 8.7, 1994, 25000000, 28341469]","[24.067, 6.304, 1995, 30000000, 212385533]","[24.091, 7.296, 1998, 50000000, 202292902]"
Justine Lupe,1,"[15.433, 7.418, 2013, 0, 4069826]","[17.163, 6.557, 2022, 0, 0]","[159.457, 8.241, 0, 0, 0]"
Kevin Dillon,2,"[31.657, 7.743, 1986, 6000000, 138530565]","[30.92, 6.726, 1988, 19000000, 8247943]","[15.992, 6.213, 2015, 30000000, 49263404]"
Chris Elliott,2,"[28.221, 7.608, 1993, 14600000, 71074049]","[31.516, 6.59, 1998, 23000000, 369884651]","[85.297, 5.79, 2001, 45000000, 141220678]"
Donal Logue,2,"[49.122, 6.767, 1998, 45000000, 131183530]","[47.886, 7.52, 2007, 65000000, 84785914]","[185.187, 7.606, 0, 0, 0]"
Johnny Strong,2,"[9.515, 6.967, 2001, 38000000, 207283925]","[56.05, 7.371, 2001, 92000000, 172989651]","[11.033, 7.251, 2011, 125000000, 626137675]"
Zeeko Zaki,2,"[22.313, 7.389, 2013, 0, 81071]","[20.959, 7.159, 2015, 20000000, 43967255]","[220.097, 8.0, 0, 0, 0]"
Jack Whitehall,2,"[127.504, 7.246, 2013, 150000000, 1274219009]","[68.76, 7.412, 2021, 200000000, 220889446]","[66.803, 7.205, 2021, 64000000, 107347356]"
Abbi Jacobson,1,"[27.359, 6.51, 2017, 70000000, 123081555]","[34.268, 7.928, 2021, 75000000, 0]","[109.115, 7.509, 0, 0, 0]"
Amanda Lear,1,"[14.012, 6.558, 2008, 12000000, 12235843]","[9.272, 7.872, 2013, 0, 0]","[3.984, 5.684, 2020, 0, 0]"
Max Brown,2,"[14.097, 5.473, 2006, 10000000, 0]","[50.559, 7.448, 0, 0, 0]","[113.14, 7.83, 0, 0, 0]"
George Wyner,2,"[27.634, 6.834, 1987, 22700000, 38119483]","[44.726, 7.449, 1997, 57000000, 152944660]","[15.462, 6.749, 2009, 7000000, 31430334]"
Romola Garai,1,"[22.646, 7.648, 2007, 30000000, 131016624]","[31.84, 7.419, 2011, 15000000, 59389433]","[19.562, 5.446, 2013, 10600000, 24084]"
Evan Whitten,2,"[14.211, 7.876, 2020, 0, 0]","[23.6, 6.361, 2022, 0, 0]","[54.61, 6.452, 2023, 0, 0]"
Michael Swan,2,"[37.608, 6.21, 1986, 3000000, 19472057]","[12.631, 5.046, 2012, 1000000, 0]","[10.039, 4.289, 2016, 0, 0]"
Stephen Dorff,2,"[49.122, 6.767, 1998, 45000000, 131183530]","[17.315, 7.18, 2008, 2900000, 0]","[28.021, 5.6, 2017, 0, 1476843]"
Rhys Williams,2,"[16.517, 7.23, 1941, 1250000, 6000000]","[7.869, 7.035, 1946, 750000, 2800000]","[13.52, 7.397, 1954, 0, 0]"
Stanley Kamel,2,"[13.64, 5.926, 2005, 50000000, 22944502]","[19.118, 7.0, 2006, 15000000, 4300000]","[340.904, 7.888, 0, 0, 0]"
Jayne Eastwood,1,"[39.658, 6.443, 1994, 22000000, 189833357]","[40.802, 7.045, 2004, 26000000, 102278712]","[21.831, 6.659, 2007, 75000000, 90450008]"
John Lawlor,2,"[21.437, 6.764, 1994, 63000000, 25100000]","[17.278, 6.611, 2016, 20000000, 14880939]","[363.219, 8.893, 0, 825370, 119266]"
Len Cariou,2,"[38.681, 8.093, 2013, 46000000, 122126687]","[21.295, 7.815, 2015, 20000000, 98690254]","[36.876, 6.729, 2018, 135000000, 467989645]"
Ida Lupino,1,"[7.922, 6.888, 1939, 0, 0]","[11.622, 6.991, 1941, 455000, 0]","[6.257, 6.504, 1951, 0, 0]"
Lois Maxwell,1,"[35.531, 6.999, 1962, 1200000, 59567035]","[33.812, 7.075, 1963, 2500000, 78900000]","[39.697, 7.347, 1964, 2500000, 124881062]"
Jon Cor,2,"[51.223, 5.506, 2006, 0, 0]","[123.717, 5.989, 2010, 20000000, 136151680]","[529.928, 7.793, 0, 0, 0]"
Joe Lo Truglio,2,"[73.863, 7.233, 2007, 20000000, 170812526]","[34.041, 6.71, 2011, 40000000, 97984015]","[368.644, 8.227, 0, 42, 19]"
Scott William Winters,2,"[17.374, 6.945, 1996, 36000000, 20300385]","[59.811, 8.15, 1997, 10000000, 225933435]","[100.926, 8.044, 0, 0, 0]"
Ajiona Alexus,1,"[13.364, 6.749, 2018, 20000000, 34764055]","[15.437, 5.975, 2018, 6000000, 49078000]","[52.598, 8.142, 0, 0, 0]"
Debra Jo Rupp,1,"[37.096, 7.164, 1988, 18000000, 151927281]","[25.167, 6.469, 2010, 20000000, 49779728]","[141.021, 7.989, 0, 0, 0]"
Jerry Lambert,2,"[19.251, 5.583, 2011, 20000000, 216197492]","[31.606, 6.767, 2011, 10000000, 0]","[27.801, 6.187, 2014, 42000000, 107670357]"
Christopher Reeve,2,"[49.44, 7.12, 1978, 55000000, 300218018]","[22.947, 5.498, 1983, 39000000, 75850624]","[30.173, 4.532, 1987, 17000000, 19300000]"
Linda Fiorentino,1,"[19.231, 7.5, 1985, 4500000, 10609321]","[68.458, 7.187, 1997, 90000000, 589390539]","[16.028, 6.912, 1999, 10000000, 31429330]"
Mamoudou Athie,2,"[32.202, 6.295, 2020, 50000000, 40882928]","[158.768, 6.8, 2022, 165000000, 1001978080]","[709.763, 7.739, 2023, 200000000, 490797988]"
Chloë Sevigny,1,"[55.975, 7.405, 2000, 7000000, 34266564]","[47.886, 7.52, 2007, 65000000, 84785914]","[37.077, 7.568, 0, 0, 0]"
Tim O'Connor,2,"[9.744, 5.2, 1973, 0, 0]","[28.343, 6.783, 1991, 23000000, 86930411]","[99.465, 6.912, 0, 0, 0]"
Robert Baker,2,"[12.582, 6.314, 2003, 50000000, 55495563]","[56.328, 6.0, 2008, 185000000, 786636033]","[31.365, 6.089, 2013, 215000000, 260502115]"
William R. Moses,2,"[4.183, 3.1, 1988, 0, 0]","[23.132, 6.243, 1988, 6000000, 12793213]","[8.738, 7.2, 2014, 0, 0]"
Alan Cumming,2,"[42.26, 7.472, 1999, 65000000, 162100000]","[1.931, 7.03, 2003, 110000000, 407711549]","[38.184, 4.117, 2005, 84000000, 0]"
Leigh-Allyn Baker,1,"[11.866, 6.672, 2011, 0, 0]","[12.78, 4.488, 2018, 0, 0]","[99.829, 7.903, 0, 10000000, 0]"
Max Charles,2,"[90.379, 6.694, 2012, 215000000, 757930663]","[31.547, 6.7, 2014, 145000000, 272912430]","[28.424, 6.696, 2015, 0, 0]"
Sally Struthers,1,"[17.815, 7.079, 1972, 3352254, 36734619]","[87.074, 7.775, 0, 0, 0]","[51.669, 7.11, 0, 0, 0]"
Marg Helgenberger,1,"[45.903, 6.79, 1995, 19000000, 141407024]","[26.418, 7.421, 2000, 52000000, 256271286]","[56.076, 8.048, 2019, 16000000, 78871079]"
Togo Igawa,2,"[43.714, 7.576, 2003, 140000000, 456758981]","[24.332, 7.673, 2005, 85000000, 162242962]","[23.584, 6.224, 2011, 45000000, 160078586]"
Estelle Getty,1,"[33.377, 6.818, 1987, 6000000, 42721196]","[16.77, 5.303, 1992, 0, 70611210]","[34.764, 6.046, 1999, 133000000, 300135367]"
Edward James Olmos,2,"[66.932, 7.933, 1982, 28000000, 41722424]","[398.279, 8.218, 2017, 175000000, 800526015]","[169.18, 8.217, 0, 0, 0]"
Hartley Sawyer,2,"[0.6, 4.7, 2014, 5000, 0]","[529.928, 7.793, 0, 0, 0]","[11.305, 5.0, 0, 0, 0]"
Jason Presson,2,"[12.34, 6.2, 1985, 25000000, 9873044]","[10.6, 6.154, 1988, 4700000, 0]","[31.828, 6.393, 1990, 50000000, 41482207]"
Demi Lovato,3,"[16.22, 6.426, 2008, 0, 0]","[22.392, 6.636, 2010, 0, 0]","[14.417, 6.332, 2010, 0, 0]"
Stephanie Courtney,1,"[15.343, 6.108, 2007, 53000000, 118200000]","[26.918, 5.712, 2007, 60000000, 128453183]","[15.146, 7.601, 0, 0, 0]"
Jennifer Saunders,1,"[133.356, 7.253, 2004, 150000000, 928760770]","[165.568, 7.861, 2009, 60000000, 124600000]","[37.59, 6.397, 2015, 74000000, 1156730962]"
Nicollette Sheridan,1,"[12.522, 5.4, 1996, 18000000, 27000000]","[17.54, 5.628, 1997, 0, 0]","[273.317, 7.933, 0, 80000000, 516642939]"
Sherman Howard,2,"[18.099, 7.037, 1985, 3500000, 34000000]","[13.832, 6.124, 1989, 17000000, 78247647]","[26.178, 7.006, 1989, 25000000, 227853986]"
Tara Fitzgerald,1,"[62.469, 5.852, 2014, 140000000, 268031828]","[36.579, 7.032, 2015, 25000000, 42972994]","[680.163, 8.442, 0, 0, 0]"
Molly Hagan,1,"[22.392, 6.636, 2010, 0, 0]","[16.395, 6.731, 2015, 6000000, 11122090]","[33.681, 7.18, 2016, 60000000, 240797623]"
Terry Kinney,2,"[12.361, 6.176, 1993, 13000000, 428868]","[48.241, 6.334, 2021, 30000000, 29942746]","[446.791, 8.392, 0, 7500000, 0]"
Shabana Azmi,1,"[12.283, 4.6, 1993, 25000000, 2438031]","[9.46, 7.326, 2016, 2900000, 17618280]","[144.478, 8.31, 0, 0, 0]"
Anya Chalotra,1,"[13.788, 7.2, 2020, 0, 0]","[269.326, 8.121, 0, 0, 0]","[16.983, 7.31, 0, 0, 0]"
Pete Davidson,2,"[17.502, 7.015, 2020, 0, 0]","[115.406, 7.554, 2021, 185000000, 168717425]","[663.895, 7.467, 2023, 195000000, 429800000]"
Tate Ellington,2,"[29.91, 7.103, 2010, 16000000, 56032889]","[22.786, 5.879, 2015, 10000000, 53329150]","[14.85, 6.32, 2017, 1000000, 956425]"
Nina Sosanya,1,"[32.285, 7.106, 2003, 40000000, 247933248]","[96.862, 8.058, 0, 0, 0]","[108.378, 8.013, 0, 0, 0]"
Powers Boothe,2,"[32.342, 7.448, 2005, 40000000, 158733820]","[160.584, 7.711, 2012, 220000000, 1518815515]","[38.571, 6.367, 2014, 65000000, 39407616]"
Jessica Simpson,1,"[21.876, 5.522, 2005, 50000000, 110803676]","[9.644, 5.573, 2006, 12000000, 38528984]","[14.814, 6.388, 2008, 30000000, 103971]"
Diahann Carroll,1,"[5.295, 7.241, 1974, 0, 0]","[13.76, 3.35, 1978, 0, 0]","[185.228, 8.3, 0, 0, 0]"
George Takei,2,"[16.348, 7.456, 1982, 12000000, 96800000]","[102.85, 7.915, 1998, 90000000, 304320254]","[36.573, 7.638, 2016, 60000000, 76249438]"
Samantha Spiro,1,"[18.633, 6.684, 2001, 35000000, 74558115]","[141.627, 7.917, 2016, 20000000, 207945075]","[680.163, 8.442, 0, 0, 0]"
Glenn Ford,2,"[11.446, 7.666, 1953, 0, 0]","[10.103, 7.154, 1957, 0, 0]","[49.44, 7.12, 1978, 55000000, 300218018]"
Margo Harshman,1,"[12.728, 5.546, 2008, 25000000, 51549674]","[8.606, 7.1, 2008, 0, 0]","[13.831, 5.466, 2009, 12500000, 27206120]"
Sylvester McCoy,2,"[84.855, 7.343, 2012, 250000000, 1021103568]","[73.041, 7.572, 2013, 250000000, 958400000]","[132.453, 7.311, 2014, 250000000, 956019788]"
Marina Squerciati,1,"[15.433, 7.418, 2013, 0, 4069826]","[38.508, 6.439, 2013, 78000000, 248384621]","[302.03, 8.45, 0, 0, 0]"
Tim Kang,2,"[56.375, 6.661, 2008, 50000000, 113244290]","[19.894, 5.093, 2018, 103000000, 132675864]","[446.791, 8.392, 0, 7500000, 0]"
Terry O'Quinn,2,"[9.509, 6.491, 1987, 0, 0]","[29.01, 7.652, 1996, 30000000, 102616183]","[218.8, 7.963, 0, 0, 0]"
