name,oscar_total,gg_total,cc_total,awards_total
Craig Robinson,0.0,0.0,0.0,0.0
Keiko Agena,0.0,0.0,0.0,0.0
Casey Sander,0.0,0.0,0.0,0.0
Patrick Labyorteaux,0.0,0.0,0.0,0.0
Ryan McPartlin,0.0,0.0,0.0,0.0
Antje Traue,0.0,0.0,0.0,0.0
Catherine Tate,0.0,0.0,0.0,0.0
Matt Craven,0.0,0.0,0.0,0.0
Karen Black,1.0,4.0,0.0,5.0
Jessica Collins,0.0,0.0,0.0,0.0
Robert Wisdom,0.0,0.0,0.0,0.0
Johnny Lewis,0.0,0.0,0.0,0.0
Sarah Drew,0.0,0.0,0.0,0.0
Mary McCormack,0.0,0.0,0.0,0.0
Corey Feldman,0.0,0.0,0.0,0.0
Tom Lowell,0.0,0.0,0.0,0.0
Agnes Bruckner,0.0,0.0,0.0,0.0
Jonathan Pryce,1.0,2.0,0.0,3.0
Ian Hart,0.0,0.0,0.0,0.0
Rob Riggle,0.0,0.0,0.0,0.0
Jackie Debatin,0.0,0.0,0.0,0.0
Chace Crawford,0.0,0.0,0.0,0.0
Michael Warren,0.0,0.0,0.0,0.0
Melinda McGraw,0.0,0.0,0.0,0.0
Lee Joon-gi,0.0,0.0,0.0,0.0
Michael Buscemi,0.0,0.0,0.0,0.0
Mark Webber,0.0,0.0,0.0,0.0
Kathleen Robertson,0.0,0.0,0.0,0.0
Jason London,0.0,0.0,0.0,0.0
Terence Stamp,1.0,2.0,0.0,3.0
Bar Paly,0.0,0.0,0.0,0.0
Dana Ivey,0.0,0.0,0.0,0.0
Alice Braga,0.0,0.0,0.0,0.0
Matthew Alan,0.0,0.0,0.0,0.0
Q'orianka Kilcher,0.0,0.0,0.0,0.0
Zachary Quinto,0.0,0.0,0.0,0.0
Kari Wahlgren,0.0,0.0,0.0,0.0
Scott Thompson,0.0,0.0,0.0,0.0
La La Anthony,0.0,0.0,0.0,0.0
George Lopez,0.0,0.0,0.0,0.0
Greg Collins,0.0,0.0,0.0,0.0
Michael Moore,0.0,0.0,0.0,0.0
Tiffany Haddish,0.0,0.0,1.0,1.0
Richard Harris,2.0,4.0,0.0,6.0
Paula Brancati,0.0,0.0,0.0,0.0
Donald Faison,0.0,0.0,0.0,0.0
Troy Evans,0.0,0.0,0.0,0.0
AngelaBaby,0.0,0.0,0.0,0.0
Ato Essandoh,0.0,0.0,0.0,0.0
Paloma Guzmán,0.0,0.0,0.0,0.0
Danielle Bisutti,0.0,0.0,0.0,0.0
Jessica Steen,0.0,0.0,0.0,0.0
Drew Powell,0.0,0.0,0.0,0.0
Reno Wilson,0.0,0.0,0.0,0.0
Jessica Parker Kennedy,0.0,0.0,0.0,0.0
Peter Mensah,0.0,0.0,0.0,0.0
Elena Anaya,0.0,0.0,0.0,0.0
Matthew Glave,0.0,0.0,0.0,0.0
Ebon Moss-Bachrach,0.0,0.0,0.0,0.0
Nichole Galicia,0.0,0.0,0.0,0.0
David Tennant,0.0,0.0,0.0,0.0
Tamar Novas,0.0,0.0,0.0,0.0
Jason Brooks,0.0,0.0,0.0,0.0
Jackson Rathbone,0.0,0.0,0.0,0.0
Richard E. Grant,1.0,1.0,1.0,3.0
Trevor Morgan,0.0,0.0,0.0,0.0
Mischa Barton,0.0,0.0,0.0,0.0
Richard Kline,0.0,0.0,0.0,0.0
Robert Foxworth,0.0,0.0,0.0,0.0
Kylie Minogue,0.0,0.0,0.0,0.0
Melissa Fumero,0.0,0.0,0.0,0.0
Adam Beach,0.0,0.0,1.0,1.0
Monica Keena,0.0,0.0,0.0,0.0
Debra Winger,3.0,7.0,0.0,10.0
Alain Uy,0.0,0.0,0.0,0.0
Matt Walsh,0.0,0.0,0.0,0.0
Robert Romanus,0.0,0.0,0.0,0.0
Megan Follows,0.0,0.0,0.0,0.0
Norah Jones,0.0,0.0,0.0,0.0
Julianne Nicholson,0.0,0.0,0.0,0.0
Hisham Tawfiq,0.0,0.0,0.0,0.0
Kristen Schaal,0.0,0.0,0.0,0.0
Susie Abromeit,0.0,0.0,0.0,0.0
Sara Gilbert,0.0,0.0,0.0,0.0
Cheech Marin,0.0,0.0,0.0,0.0
Dallas Roberts,0.0,0.0,0.0,0.0
Rekha Sharma,0.0,0.0,0.0,0.0
David Chiang Da-Wei,0.0,0.0,0.0,0.0
Alice Kremelberg,0.0,0.0,0.0,0.0
Elizabeth Tulloch,0.0,0.0,0.0,0.0
Moira Kelly,0.0,0.0,0.0,0.0
Gilbert Gottfried,0.0,0.0,0.0,0.0
Cote de Pablo,0.0,0.0,0.0,0.0
Donna Mitchell,0.0,0.0,0.0,0.0
Wu Jing,0.0,0.0,0.0,0.0
Fay Masterson,0.0,0.0,0.0,0.0
Jae Head,0.0,0.0,0.0,0.0
Maz Jobrani,0.0,0.0,0.0,0.0
Ana Gasteyer,0.0,0.0,0.0,0.0
Tim Blake Nelson,0.0,0.0,0.0,0.0
Cary-Hiroyuki Tagawa,0.0,0.0,0.0,0.0
Erin Boyes,0.0,0.0,0.0,0.0
Julie Brown,0.0,0.0,0.0,0.0
Bridget Moynahan,0.0,0.0,0.0,0.0
Adrienne Barbeau,0.0,0.0,0.0,0.0
James Denton,0.0,0.0,0.0,0.0
Linda Hunt,3.0,1.0,0.0,4.0
Jason Schwartzman,0.0,0.0,0.0,0.0
Sarah-Jane Redmond,0.0,0.0,0.0,0.0
Bill Cobbs,0.0,0.0,0.0,0.0
Vanessa Williams,0.0,0.0,0.0,0.0
Don Rickles,0.0,0.0,0.0,0.0
Dianne Wiest,7.0,3.0,0.0,10.0
Billy Dee Williams,0.0,0.0,0.0,0.0
Clare Holman,0.0,0.0,0.0,0.0
Aidan Devine,0.0,0.0,0.0,0.0
Mark Duplass,0.0,0.0,0.0,0.0
Diane Baker,0.0,1.0,0.0,1.0
Stacy Haiduk,0.0,0.0,0.0,0.0
Ruta Gedmintas,0.0,0.0,0.0,0.0
Matt LeBlanc,0.0,0.0,0.0,0.0
Kelly Overton,0.0,0.0,0.0,0.0
Julianna Guill,0.0,0.0,0.0,0.0
Amanda Donohoe,0.0,0.0,0.0,0.0
Julie Adams,0.0,0.0,0.0,0.0
David Herman,0.0,0.0,0.0,0.0
Ann-Margret,2.0,6.0,0.0,8.0
Kyle Chandler,0.0,0.0,0.0,0.0
Kevin Conway,0.0,0.0,0.0,0.0
Joe Regalbuto,0.0,0.0,0.0,0.0
Jim Rash,0.0,0.0,0.0,0.0
Raymond Cruz,0.0,0.0,0.0,0.0
Mireille Enos,0.0,0.0,0.0,0.0
Lea Thompson,0.0,0.0,0.0,0.0
Larry Poindexter,0.0,0.0,0.0,0.0
Alyy Khan,0.0,0.0,0.0,0.0
Maggie Smith,10.0,14.0,0.0,24.0
Kurt Fuller,0.0,0.0,0.0,0.0
Justin Chatwin,0.0,0.0,0.0,0.0
Anouk Aimée,1.0,2.0,0.0,3.0
Robert Patrick,0.0,0.0,0.0,0.0
Fumiko Orikasa,0.0,0.0,0.0,0.0
Brett Gelman,0.0,0.0,0.0,0.0
Julie Graham,0.0,0.0,0.0,0.0
Victoria Hamilton,0.0,0.0,0.0,0.0
Faizon Love,0.0,0.0,0.0,0.0
Briana Evigan,0.0,0.0,0.0,0.0
Claire Foy,0.0,1.0,1.0,2.0
LisaGay Hamilton,0.0,0.0,0.0,0.0
Russell Tovey,0.0,0.0,0.0,0.0
Patricia Clarkson,1.0,1.0,1.0,3.0
Jane Krakowski,0.0,0.0,0.0,0.0
Tatsuya Fujiwara,0.0,0.0,0.0,0.0
Héctor Elizondo,0.0,0.0,0.0,0.0
Topher Grace,0.0,0.0,0.0,0.0
Franka Potente,0.0,0.0,0.0,0.0
Lin Shaye,0.0,0.0,0.0,0.0
Amanda Tapping,0.0,0.0,0.0,0.0
Teri Polo,0.0,0.0,0.0,0.0
Sullivan Stapleton,0.0,0.0,0.0,0.0
Eugene Levy,0.0,0.0,0.0,0.0
Thure Lindhardt,0.0,0.0,0.0,0.0
Stephanie Kurtzuba,0.0,0.0,0.0,0.0
Lena Olin,1.0,1.0,0.0,2.0
Kimberly Quinn,0.0,0.0,0.0,0.0
Tyra Banks,0.0,0.0,0.0,0.0
Alan Arkin,6.0,7.0,2.0,15.0
Joy Bryant,0.0,0.0,0.0,0.0
Shin-ichiro Miki,0.0,0.0,0.0,0.0
Laura Johnson,0.0,0.0,0.0,0.0
Anthony Wong,0.0,0.0,0.0,0.0
Boots Southerland,0.0,0.0,0.0,0.0
Tony Plana,0.0,0.0,0.0,0.0
Henri Lubatti,0.0,0.0,0.0,0.0
Abigail Breslin,1.0,0.0,0.0,1.0
John Kassir,0.0,0.0,0.0,0.0
Ashley Williams,0.0,0.0,0.0,0.0
Paris Hilton,0.0,0.0,0.0,0.0
Bo Derek,0.0,0.0,0.0,0.0
Zhang Jingchu,0.0,0.0,0.0,0.0
Alban Lenoir,0.0,0.0,0.0,0.0
Doris Roberts,0.0,0.0,0.0,0.0
Janel Parrish,0.0,0.0,0.0,0.0
Wayne Brady,0.0,0.0,0.0,0.0
Lance Gross,0.0,0.0,0.0,0.0
Mekia Cox,0.0,0.0,0.0,0.0
Nancy Fish,0.0,0.0,0.0,0.0
Melissa Gilbert,0.0,0.0,0.0,0.0
Bobcat Goldthwait,0.0,0.0,0.0,0.0
Angela Lansbury,3.0,6.0,0.0,9.0
Ellie Kemper,0.0,0.0,0.0,0.0
Noel Fielding,0.0,0.0,0.0,0.0
Seth MacFarlane,0.0,0.0,0.0,0.0
Benjamin Hollingsworth,0.0,0.0,0.0,0.0
Ivan Reitman,0.0,0.0,0.0,0.0
Richard Dreyfuss,4.0,7.0,0.0,11.0
Fred Armisen,0.0,0.0,0.0,0.0
Jayma Mays,0.0,0.0,0.0,0.0
So Ji-sub,0.0,0.0,0.0,0.0
Al Sapienza,0.0,0.0,0.0,0.0
Ra Mi-ran,0.0,0.0,0.0,0.0
Yuko Miyamura,0.0,0.0,0.0,0.0
Garrett Morris,0.0,0.0,0.0,0.0
Joel Courtney,0.0,0.0,0.0,0.0
Matt Jones,0.0,0.0,0.0,0.0
Cindy Busby,0.0,0.0,0.0,0.0
Victor Garber,0.0,0.0,0.0,0.0
Guy Williams,0.0,0.0,0.0,0.0
Kate del Castillo,0.0,0.0,0.0,0.0
Gina Philips,0.0,0.0,0.0,0.0
Matthew Willig,0.0,0.0,0.0,0.0
Paula Boudreau,0.0,0.0,0.0,0.0
Melise,0.0,0.0,0.0,0.0
Marco Grazzini,0.0,0.0,0.0,0.0
Julie Hagerty,0.0,0.0,0.0,0.0
Jonathan Scarfe,0.0,0.0,0.0,0.0
Michael Cassidy,0.0,0.0,0.0,0.0
Judd Apatow,0.0,0.0,0.0,0.0
P.J. Byrne,0.0,0.0,0.0,0.0
Erin Cummings,0.0,0.0,0.0,0.0
Alex Carter,0.0,0.0,0.0,0.0
Hannah Waddingham,0.0,0.0,0.0,0.0
Ashton Holmes,0.0,0.0,0.0,0.0
Joel Fry,0.0,0.0,0.0,0.0
Toru Nakamura,0.0,0.0,0.0,0.0
Victoria Cartagena,0.0,0.0,0.0,0.0
Julie White,0.0,0.0,0.0,0.0
Riz Ahmed,1.0,2.0,2.0,5.0
Hope Davis,0.0,1.0,0.0,1.0
Gwilym Lee,0.0,0.0,0.0,0.0
Alex O'Loughlin,0.0,0.0,0.0,0.0
Johnny Pemberton,0.0,0.0,0.0,0.0
Zoë Wanamaker,0.0,0.0,0.0,0.0
Michael Mosley,0.0,0.0,0.0,0.0
Alexandra Shipp,0.0,0.0,0.0,0.0
Dan Byrd,0.0,0.0,0.0,0.0
Will Sasso,0.0,0.0,0.0,0.0
Jimmy Ortega,0.0,0.0,0.0,0.0
Charlyne Yi,0.0,0.0,0.0,0.0
Joe Perry,0.0,0.0,0.0,0.0
Michael Gross,0.0,0.0,0.0,0.0
John Gallagher Jr.,0.0,0.0,0.0,0.0
Fritz Weaver,0.0,0.0,0.0,0.0
Alanis Morissette,0.0,0.0,0.0,0.0
Tim McGraw,0.0,0.0,0.0,0.0
Dichen Lachman,0.0,0.0,0.0,0.0
David Paymer,1.0,1.0,0.0,2.0
Mick Garris,0.0,0.0,0.0,0.0
Valerie Perrine,1.0,2.0,0.0,3.0
James Ransone,0.0,0.0,0.0,0.0
Murphy Guyer,0.0,0.0,0.0,0.0
Joanna Heimbold,0.0,0.0,0.0,0.0
Jamie Blackley,0.0,0.0,0.0,0.0
Vanessa Ferlito,0.0,0.0,0.0,0.0
André 3000,0.0,0.0,0.0,0.0
Stephen Merchant,0.0,0.0,0.0,0.0
Kelly Clarkson,0.0,0.0,0.0,0.0
Joel Tobeck,0.0,0.0,0.0,0.0
Dean Norris,0.0,0.0,0.0,0.0
Danny Pudi,0.0,0.0,0.0,0.0
Mark Deklin,0.0,0.0,0.0,0.0
John Light,0.0,0.0,0.0,0.0
Peter Outerbridge,0.0,0.0,0.0,0.0
Tom Virtue,0.0,0.0,0.0,0.0
Samuel Witwer,0.0,0.0,0.0,0.0
Lori Petty,0.0,0.0,0.0,0.0
Kristin Lehman,0.0,0.0,0.0,0.0
Gustaf Skarsgård,0.0,0.0,0.0,0.0
Robert Curtis Brown,0.0,0.0,0.0,0.0
Eric Ladin,0.0,0.0,0.0,0.0
Sonia Rockwell,0.0,0.0,0.0,0.0
Edward Fox,0.0,0.0,0.0,0.0
Elliott Gould,1.0,2.0,0.0,3.0
David Marciano,0.0,0.0,0.0,0.0
Erik Per Sullivan,0.0,0.0,0.0,0.0
Regina King,3.0,1.0,1.0,5.0
John Kapelos,0.0,0.0,0.0,0.0
Chris Cox,0.0,0.0,0.0,0.0
Cole Sprouse,0.0,0.0,0.0,0.0
Matthew Mercer,0.0,0.0,0.0,0.0
Jay Acovone,0.0,0.0,0.0,0.0
Akemi Okamura,0.0,0.0,0.0,0.0
Melissa Rauch,0.0,0.0,0.0,0.0
Lisa Vidal,0.0,0.0,0.0,0.0
Isabelle Huppert,1.0,2.0,2.0,5.0
Joey Diaz,0.0,0.0,0.0,0.0
Mark Pellegrino,0.0,0.0,0.0,0.0
Jason Jones,0.0,0.0,0.0,0.0
Bobby Stewart,0.0,0.0,0.0,0.0
Karan Brar,0.0,0.0,0.0,0.0
Joss Ackland,0.0,0.0,0.0,0.0
Michael Wright,0.0,0.0,0.0,0.0
Meredith Baxter,0.0,0.0,0.0,0.0
Ryan Robbins,0.0,0.0,0.0,0.0
Madison Davenport,0.0,0.0,0.0,0.0
Daniel Stern,0.0,0.0,0.0,0.0
Nick Frost,0.0,0.0,0.0,0.0
Michelle Johnson,0.0,0.0,0.0,0.0
Roger Moore,0.0,0.0,0.0,0.0
Vincent Cassel,0.0,0.0,0.0,0.0
Luke Benward,0.0,0.0,0.0,0.0
Lee Norris,0.0,0.0,0.0,0.0
Robert Powell,0.0,0.0,0.0,0.0
David Castañeda,0.0,0.0,0.0,0.0
Nicki Aycox,0.0,0.0,0.0,0.0
Samaire Armstrong,0.0,0.0,0.0,0.0
Judah Friedlander,0.0,0.0,0.0,0.0
Zelda Williams,0.0,0.0,0.0,0.0
Joseph Mazzello,0.0,0.0,0.0,0.0
Robert Klein,0.0,0.0,0.0,0.0
Anna Faris,0.0,0.0,0.0,0.0
Aramis Knight,0.0,0.0,0.0,0.0
Sally Hawkins,2.0,5.0,2.0,9.0
Adrian Grenier,0.0,0.0,0.0,0.0
John Pyper-Ferguson,0.0,0.0,0.0,0.0
Kaoru Kobayashi,0.0,0.0,0.0,0.0
Bai Ling,0.0,0.0,0.0,0.0
Adrian Scarborough,0.0,0.0,0.0,0.0
Joanna Pacula,0.0,0.0,0.0,0.0
Sendhil Ramamurthy,0.0,0.0,0.0,0.0
Brendan Fletcher,0.0,0.0,0.0,0.0
Edward Woodward,0.0,0.0,0.0,0.0
Charles S. Dutton,0.0,0.0,0.0,0.0
Tuppence Middleton,0.0,0.0,0.0,0.0
Lindsay Duncan,0.0,0.0,0.0,0.0
Takeshi Kaneshiro,0.0,0.0,0.0,0.0
Sung Kang,0.0,0.0,0.0,0.0
James Babson,0.0,0.0,0.0,0.0
Robert Pastorelli,0.0,0.0,0.0,0.0
David Wain,0.0,0.0,0.0,0.0
Ray Romano,0.0,0.0,0.0,0.0
Sylvia Syms,0.0,0.0,0.0,0.0
Dianna Agron,0.0,0.0,0.0,0.0
Maria Dizzia,0.0,0.0,0.0,0.0
Jen Lilley,0.0,0.0,0.0,0.0
Valerie Bertinelli,0.0,0.0,0.0,0.0
Kevin Pollak,0.0,0.0,0.0,0.0
Rachel Skarsten,0.0,0.0,0.0,0.0
Nur Fettahoğlu,0.0,0.0,0.0,0.0
Deborah Ann Woll,0.0,0.0,0.0,0.0
Kathleen Wilhoite,0.0,0.0,0.0,0.0
Paul Greene,0.0,0.0,0.0,0.0
Renée Zellweger,8.0,13.0,5.0,26.0
Omid Abtahi,0.0,0.0,0.0,0.0
David Grant Wright,0.0,0.0,0.0,0.0
Stephen Dillane,0.0,0.0,0.0,0.0
Jake Weber,0.0,0.0,0.0,0.0
Tom Felton,0.0,0.0,0.0,0.0
Christina Aguilera,0.0,0.0,0.0,0.0
Takahiro Sakurai,0.0,0.0,0.0,0.0
Jason Marsden,0.0,0.0,0.0,0.0
Elizabeth Reaser,0.0,0.0,0.0,0.0
David Suchet,0.0,0.0,0.0,0.0
Kate Upton,0.0,0.0,0.0,0.0
Sam Reid,0.0,0.0,0.0,0.0
Christopher Heyerdahl,0.0,0.0,0.0,0.0
Liz Vassey,0.0,0.0,0.0,0.0
Jackie Moore,0.0,0.0,0.0,0.0
Don Most,0.0,0.0,0.0,0.0
Caterina Murino,0.0,0.0,0.0,0.0
Paul McGillion,0.0,0.0,0.0,0.0
David Pressman,0.0,0.0,0.0,0.0
Lou Diamond Phillips,0.0,1.0,0.0,1.0
David Boreanaz,0.0,0.0,0.0,0.0
Andre B. Blake,0.0,0.0,0.0,0.0
Camilla Belle,0.0,0.0,0.0,0.0
Leslie Grossman,0.0,0.0,0.0,0.0
Tomokazu Seki,0.0,0.0,0.0,0.0
Andy Buckley,0.0,0.0,0.0,0.0
Emily Rios,0.0,0.0,0.0,0.0
Dave Foley,0.0,0.0,0.0,0.0
Orlando Jones,0.0,0.0,0.0,0.0
Lara Jill Miller,0.0,0.0,0.0,0.0
Aaron Ashmore,0.0,0.0,0.0,0.0
Liev Schreiber,0.0,0.0,0.0,0.0
Andrew Stanton,0.0,0.0,0.0,0.0
Michael Cudlitz,0.0,0.0,0.0,0.0
Laila Robins,0.0,0.0,0.0,0.0
Merle Dandridge,0.0,0.0,0.0,0.0
Eleanor Matsuura,0.0,0.0,0.0,0.0
Megan Park,0.0,0.0,0.0,0.0
Katharine McPhee,0.0,0.0,0.0,0.0
Ken Marino,0.0,0.0,0.0,0.0
Yara Martinez,0.0,0.0,0.0,0.0
Gene Hackman,9.0,14.0,0.0,23.0
Giacomo Baessato,0.0,0.0,0.0,0.0
Robert Costanzo,0.0,0.0,0.0,0.0
Mark Moses,0.0,0.0,0.0,0.0
Steve Coulter,0.0,0.0,0.0,0.0
Karen Austin,0.0,0.0,0.0,0.0
Udo Kier,0.0,0.0,0.0,0.0
Rupert Penry-Jones,0.0,0.0,0.0,0.0
Eric Schweig,0.0,0.0,0.0,0.0
Karla Souza,0.0,0.0,0.0,0.0
Malcolm-Jamal Warner,0.0,0.0,0.0,0.0
Harriet Walter,0.0,0.0,0.0,0.0
Pip Torrens,0.0,0.0,0.0,0.0
Barbara Hershey,1.0,2.0,0.0,3.0
Corin Nemec,0.0,0.0,0.0,0.0
Namkoong Min,0.0,0.0,0.0,0.0
Laurie Holden,0.0,0.0,0.0,0.0
Alissa Skovbye,0.0,0.0,0.0,0.0
Ann Dowd,0.0,0.0,2.0,2.0
Harold Perrineau,0.0,0.0,0.0,0.0
Catherine McCormack,0.0,0.0,0.0,0.0
Bae Doona,0.0,0.0,0.0,0.0
Violante Placido,0.0,0.0,0.0,0.0
James Patrick Stuart,0.0,0.0,0.0,0.0
Ricky Schroder,0.0,0.0,0.0,0.0
Michael Chiklis,0.0,0.0,0.0,0.0
Gaby Hoffmann,0.0,0.0,0.0,0.0
Diego Luna,0.0,0.0,0.0,0.0
William Lucking,0.0,0.0,0.0,0.0
Hassan Johnson,0.0,0.0,0.0,0.0
Camille Keaton,0.0,0.0,0.0,0.0
Daniel Mays,0.0,0.0,0.0,0.0
Estella Warren,0.0,0.0,0.0,0.0
Edgar Ramírez,0.0,0.0,0.0,0.0
Keith Ferguson,0.0,0.0,0.0,0.0
Joshua Malina,0.0,0.0,0.0,0.0
Kirk Acevedo,0.0,0.0,0.0,0.0
Steve-O,0.0,0.0,0.0,0.0
Traci Dinwiddie,0.0,0.0,0.0,0.0
Daniel Gillies,0.0,0.0,0.0,0.0
Jenna Elfman,0.0,0.0,0.0,0.0
Danielle Campbell,0.0,0.0,0.0,0.0
Corey Burton,0.0,0.0,0.0,0.0
Paul Rust,0.0,0.0,0.0,0.0
Nick Cassavetes,0.0,0.0,0.0,0.0
Morgane Polanski,0.0,0.0,0.0,0.0
Ken Davitian,0.0,0.0,0.0,0.0
Jayam Ravi,0.0,0.0,0.0,0.0
John Michael Higgins,0.0,0.0,0.0,0.0
Richard Dormer,0.0,0.0,0.0,0.0
James Urbaniak,0.0,0.0,0.0,0.0
Randy Couture,0.0,0.0,0.0,0.0
Heather Matarazzo,0.0,0.0,0.0,0.0
Richard Brake,0.0,0.0,0.0,0.0
Nick Zano,0.0,0.0,0.0,0.0
Ted Raimi,0.0,0.0,0.0,0.0
Ti Lung,0.0,0.0,0.0,0.0
Anne Fletcher,0.0,0.0,0.0,0.0
Seamus Dever,0.0,0.0,0.0,0.0
JoAnna Garcia,0.0,0.0,0.0,0.0
Kate Ashfield,0.0,0.0,0.0,0.0
Jean Smart,0.0,0.0,0.0,0.0
Carmel Amit,0.0,0.0,0.0,0.0
Jimmy Carr,0.0,0.0,0.0,0.0
Brian Hallisay,0.0,0.0,0.0,0.0
Bill Fagerbakke,0.0,0.0,0.0,0.0
Dylan Baker,0.0,0.0,0.0,0.0
Wilford Brimley,0.0,0.0,0.0,0.0
David Arquette,0.0,0.0,0.0,0.0
June Diane Raphael,0.0,0.0,0.0,0.0
Simon Kinberg,0.0,0.0,0.0,0.0
Jeremy Shamos,0.0,0.0,0.0,0.0
Eden Brolin,0.0,0.0,0.0,0.0
Ryan Kwanten,0.0,0.0,0.0,0.0
Peri Gilpin,0.0,0.0,0.0,0.0
Beau Garrett,0.0,0.0,0.0,0.0
Jean Dujardin,3.0,2.0,2.0,7.0
Heather Locklear,0.0,0.0,0.0,0.0
Charlotte Vega,0.0,0.0,0.0,0.0
Patricia Velásquez,0.0,0.0,0.0,0.0
Rodger Bumpass,0.0,0.0,0.0,0.0
Eric André,0.0,0.0,0.0,0.0
Kevin McCarthy,1.0,0.0,0.0,1.0
Ricky Gervais,0.0,0.0,0.0,0.0
Kabir Bedi,0.0,0.0,0.0,0.0
Chris Messina,0.0,0.0,0.0,0.0
Willow Shields,0.0,0.0,0.0,0.0
John Landis,0.0,0.0,0.0,0.0
Brandon Mychal Smith,0.0,0.0,0.0,0.0
Jesse Spencer,0.0,0.0,0.0,0.0
Patrick Sabongui,0.0,0.0,0.0,0.0
Alexander Ludwig,0.0,0.0,0.0,0.0
Courtney B. Vance,0.0,0.0,0.0,0.0
Kim Director,0.0,0.0,0.0,0.0
Michelle Dockery,0.0,0.0,0.0,0.0
Peter Riegert,0.0,0.0,0.0,0.0
Joe Mantegna,0.0,0.0,0.0,0.0
Lance Bass,0.0,0.0,0.0,0.0
Sonja Sohn,0.0,0.0,0.0,0.0
Zachery Ty Bryan,0.0,0.0,0.0,0.0
Meghan Ory,0.0,0.0,0.0,0.0
Dwyane Wade,0.0,0.0,0.0,0.0
Lisa Millett,0.0,0.0,0.0,0.0
Derek Webster,0.0,0.0,0.0,0.0
Sarah Lancaster,0.0,0.0,0.0,0.0
Tress MacNeille,0.0,0.0,0.0,0.0
Colin Ford,0.0,0.0,0.0,0.0
Lena Dunham,0.0,0.0,0.0,0.0
Richard Griffiths,0.0,0.0,0.0,0.0
Ben Barnes,0.0,0.0,0.0,0.0
Peter Fonda,1.0,2.0,0.0,3.0
Lucy DeVito,0.0,0.0,0.0,0.0
Jon Lovitz,0.0,0.0,0.0,0.0
Bill Hader,0.0,0.0,0.0,0.0
Tony Shalhoub,0.0,0.0,0.0,0.0
Philip Ettinger,0.0,0.0,0.0,0.0
John Larroquette,0.0,0.0,0.0,0.0
Romi Park,0.0,0.0,0.0,0.0
Meghan Heffern,0.0,0.0,0.0,0.0
Tom Sizemore,0.0,0.0,0.0,0.0
James Lance,0.0,0.0,0.0,0.0
Tom Everett Scott,0.0,0.0,0.0,0.0
Jason Antoon,0.0,0.0,0.0,0.0
Bridgit Mendler,0.0,0.0,0.0,0.0
George Hamilton,0.0,4.0,0.0,4.0
Laura Carmichael,0.0,0.0,0.0,0.0
Billy West,0.0,0.0,0.0,0.0
Robert Belushi,0.0,0.0,0.0,0.0
Amaury Nolasco,0.0,0.0,0.0,0.0
Michael Beach,0.0,0.0,0.0,0.0
Emily Holmes,0.0,0.0,0.0,0.0
Yan-Kay Crystal Lowe,0.0,0.0,0.0,0.0
Devon Werkheiser,0.0,0.0,0.0,0.0
Brad Renfro,0.0,0.0,0.0,0.0
Marla Sokoloff,0.0,0.0,0.0,0.0
Wyatt Russell,0.0,0.0,0.0,0.0
Nadine Ellis,0.0,0.0,0.0,0.0
Tommy Dewey,0.0,0.0,0.0,0.0
Courtney Jines,0.0,0.0,0.0,0.0
Christina Milian,0.0,0.0,0.0,0.0
William Katt,0.0,0.0,0.0,0.0
Nora Arnezeder,0.0,0.0,0.0,0.0
Kim Young-ok,0.0,0.0,0.0,0.0
Ethan Embry,0.0,0.0,0.0,0.0
Tom Sturridge,0.0,0.0,0.0,0.0
Warren Kole,0.0,0.0,0.0,0.0
Stella Gonet,0.0,0.0,0.0,0.0
Shannen Doherty,0.0,0.0,0.0,0.0
Jill Clayburgh,2.0,8.0,0.0,10.0
Ashley Benson,0.0,0.0,0.0,0.0
Bridgette Wilson-Sampras,0.0,0.0,0.0,0.0
Geraldine James,0.0,0.0,0.0,0.0
David Faustino,0.0,0.0,0.0,0.0
Phoebe Tonkin,0.0,0.0,0.0,0.0
David Strathairn,1.0,2.0,2.0,5.0
Michael T. Weiss,0.0,0.0,0.0,0.0
Stephen Macht,0.0,0.0,0.0,0.0
Matt O'Leary,0.0,0.0,0.0,0.0
Ian Blackman,0.0,0.0,0.0,0.0
Yang Mi,0.0,0.0,0.0,0.0
Dolly Parton,0.0,4.0,0.0,4.0
Lydia Wilson,0.0,0.0,0.0,0.0
Todd Louiso,0.0,0.0,0.0,0.0
Rosemary Harris,1.0,0.0,0.0,1.0
Melissa McCarthy,2.0,4.0,3.0,9.0
Kevin Corrigan,0.0,0.0,0.0,0.0
Sabrina Ouazani,0.0,0.0,0.0,0.0
Kath Soucie,0.0,0.0,0.0,0.0
Scott Menville,0.0,0.0,0.0,0.0
Isaiah Washington,0.0,0.0,0.0,0.0
Beren Saat,0.0,0.0,0.0,0.0
Rachel Dratch,0.0,0.0,0.0,0.0
Andie MacDowell,0.0,6.0,0.0,6.0
William Holden,5.0,0.0,0.0,5.0
Christopher Knight,0.0,0.0,0.0,0.0
Moisés Arias,0.0,0.0,0.0,0.0
Robert Carradine,0.0,0.0,0.0,0.0
Rob Brown,0.0,0.0,0.0,0.0
Josh Lucas,0.0,0.0,0.0,0.0
Ryan Lee,0.0,0.0,0.0,0.0
Gabrielle Rose,0.0,0.0,0.0,0.0
Dylan O'Brien,0.0,0.0,0.0,0.0
Freddie Fox,0.0,0.0,0.0,0.0
Rachel Blakely,0.0,0.0,0.0,0.0
